,label_fr,description,description_tokens,description_wosw,description_lemmas,simple,simple_tokens,simple_wosw,simple_lemmas,fautes,fautes_tokens,fautes_wosw,fautes_lemmas
298,diabète,J'ai une vision floue et cela semble empirer. Je me sens fatigué et épuisé tout le temps. Je me sens aussi très étourdi et j'ai la tête qui tourne par moments.,J' ai une vision floue et cela semble empirer . Je me sens fatigué et épuisé tout le temps . Je me sens aussi très étourdi et j' ai la tête qui tourne par moments .,vision floue empirer . sens fatigué épuisé temps . sens étourdi tête tourne moments .,je avoir un vision flou et celer sembler empirer . je me sentir fatiguer et épuiser tout le temps . je me sentir aussi très étourdi et je avoir le tête qui tourne par moment .,Je vois flou et ça empire. Je suis fatigué et épuisé tout le temps. Je me sens aussi très étourdi et j'ai la tête qui tourne par moments.,Je vois flou et ça empire . Je suis fatigué et épuisé tout le temps . Je me sens aussi très étourdi et j' ai la tête qui tourne par moments .,vois flou empire . fatigué épuisé temps . sens étourdi tête tourne moments .,je voir flou et cela empire . je être fatiguer et épuiser tout le temps . je me sentir aussi très étourdi et je avoir le tête qui tourne par moment .,Je voi flou et sa empire. Je sui fatigué et épuisé tout le tan. Je me sen aussi tré étourdi et j'ai la tete qui tourne par moment.,Je voi flou et sa empire . Je sui fatigué et épuisé tout le tan . Je me sen aussi tré étourdi et j' ai la tete qui tourne par moment .,voi flou empire . sui fatigué épuisé tan . sen tré étourdi tete tourne moment .,je voi flou et son empire . je sui fatiguer et épuiser tout le tan . je me sen aussi trer étourdi et je avoir le tete qui tourne par moment .
634,psoriasis,"Ma peau a un film argenté, surtout sur le dos, les bras et le cuir chevelu. Ce film est composé de petites écailles qui se détachent facilement quand on les gratte.","Ma peau a un film argenté , surtout sur le dos , les bras et le cuir chevelu . Ce film est composé de petites écailles qui se détachent facilement quand on les gratte .","peau film argenté , dos , bras cuir chevelu . film composé petites écailles détachent facilement gratte .","mon peau avoir un film argenté , surtout sur le dos , le bras et le cuir chevelu . ce film être composer de petit écaille qui se détacher facilement quand on le gratt .","Ma peau a une couche argentée, surtout sur le dos, les bras et la tête. Ça se détache facilement quand on gratte.","Ma peau a une couche argentée , surtout sur le dos , les bras et la tête . Ça se détache facilement quand on gratte .","peau couche argentée , dos , bras tête . détache facilement gratte .","mon peau avoir un couche argenter , surtout sur le dos , le bras et le tête . cela se détacher facilement quand on gratt .","Ma peau a une couche argenté, surtou sur le dos, les bras et la tete. Sa se détache facilemen quand on gratte.","Ma peau a une couche argenté , surtou sur le dos , les bras et la tete . Sa se détache facilemen quand on gratte .","peau couche argenté , surtou dos , bras tete . détache facilemen gratte .","mon peau avoir un couche argenté , surtou sur le dos , le bras et le tete . son se détacher facilemen quand on gratt ."
416,hypertension,"J'ai des problèmes d'équilibre, des maux de tête, des douleurs à la poitrine, et des vertiges. Ma capacité à prêter attention et à me focaliser a aussi été problématique.","J' ai des problèmes d' équilibre , des maux de tête , des douleurs à la poitrine , et des vertiges . Ma capacité à prêter attention et à me focaliser a aussi été problématique .","problèmes équilibre , maux tête , douleurs poitrine , vertiges . capacité prêter attention focaliser été problématique .","je avoir un problème de équilibre , un mal de tête , un douleur à le poitrine , et de vertige . mon capacité à prêter attention et à me focaliser avoir aussi être problématique .","J'ai des problèmes d'équilibre, des maux de tête, des douleurs à la poitrine, et je me sens étourdi. J'ai aussi du mal à prêter attention et à me focaliser.","J' ai des problèmes d' équilibre , des maux de tête , des douleurs à la poitrine , et je me sens étourdi . J' ai aussi du mal à prêter attention et à me focaliser .","problèmes équilibre , maux tête , douleurs poitrine , sens étourdi . mal prêter attention focaliser .","je avoir un problème de équilibre , un mal de tête , un douleur à le poitrine , et je me sentir étourdi . je avoir aussi de mal à prêter attention et à me focaliser .","J'ai des problèmes d'équilibre, des maux de tête, des douleurs à la poitrine, et je me sens étourdi. J'ai aussi du mal à prêté attention et à me focalisé.","J' ai des problèmes d' équilibre , des maux de tête , des douleurs à la poitrine , et je me sens étourdi . J' ai aussi du mal à prêté attention et à me focalisé .","problèmes équilibre , maux tête , douleurs poitrine , sens étourdi . mal prêté attention focalisé .","je avoir un problème de équilibre , un mal de tête , un douleur à le poitrine , et je me sentir étourdi . je avoir aussi de mal à prêter attention et à me focaliser ."
521,migraine,"En plus d'avoir un cou raide et des problèmes de vue, j'ai eu faim tout le temps.","En plus d' avoir un cou raide et des problèmes de vue , j' ai eu faim tout le temps .","cou raide problèmes vue , faim temps .","en plus de avoir un cou raide et un problème de vue , je avoir avoir faim tout le temps .","En plus d'avoir le cou raide et des problèmes avec mes yeux, j'ai tout le temps faim.","En plus d' avoir le cou raide et des problèmes avec mes yeux , j' ai tout le temps faim .","cou raide problèmes yeux , temps faim .","en plus de avoir le cou raide et un problème avec mon oeil , je avoir tout le temps faim .","En plu d'avoir le cou raide et des probleme avec mes yeux, j'ai tout le temp faim.","En plu d' avoir le cou raide et des probleme avec mes yeux , j' ai tout le temp faim .","plu cou raide probleme yeux , temp faim .","en pleuvoir de avoir le cou raide et un probleme avec mon oeil , je avoir tout le temp faim ."
272,dengue,Mes frissons et tremblements sont accompagnés d'une sensation de froid et d'une très forte fièvre. Des éruptions cutanées sur mes bras et des taches rouges sur mon cou sont également apparues.,Mes frissons et tremblements sont accompagnés d' une sensation de froid et d' une très forte fièvre . Des éruptions cutanées sur mes bras et des taches rouges sur mon cou sont également apparues .,frissons tremblements accompagnés sensation froid forte fièvre . éruptions cutanées bras taches rouges cou apparues .,mon frisson et tremblement être accompagner de un sensation de froid et de un très fort fièvre . un éruption cutaner sur mon bras et de tache rouge sur mon cou être également apparue .,"J'ai des frissons et je tremble, et j'ai froid et une très forte fièvre. J'ai des boutons sur les bras et des taches rouges sur le cou.","J' ai des frissons et je tremble , et j' ai froid et une très forte fièvre . J' ai des boutons sur les bras et des taches rouges sur le cou .","frissons tremble , froid forte fièvre . boutons bras taches rouges cou .","je avoir un frisson et je tremble , et je avoir froid et un très fort fièvre . je avoir un bouton sur le bras et de tache rouge sur le cou .","J'ai des frison et je tremble, et j'ai froi et une trè forte fièvre. J'ai des bouton sur les bras et des taches rouge sur le cou.","J' ai des frison et je tremble , et j' ai froi et une trè forte fièvre . J' ai des bouton sur les bras et des taches rouge sur le cou .","frison tremble , froi trè forte fièvre . bouton bras taches rouge cou .","je avoir un frison et je tremble , et je avoir froi et un trè fort fièvre . je avoir un bouton sur le bras et de tache rouge sur le cou ."
583,pneumonie,"J'ai des problèmes pour respirer et j'ai une fièvre très élevée. Je transpire beaucoup et je ressens une fatigue extrême et des frissons. Mon cœur bat très vite, et je tousse des expectorations brunâtres.","J' ai des problèmes pour respirer et j' ai une fièvre très élevée . Je transpire beaucoup et je ressens une fatigue extrême et des frissons . Mon cœur bat très vite , et je tousse des expectorations brunâtres .","problèmes respirer fièvre élevée . transpire beaucoup ressens fatigue extrême frissons . cœur vite , tousse expectorations brunâtres .","je avoir un problème pour respirer et je avoir un fièvre très élevé . je transpirer beaucoup et je ressentir un fatigue extrême et de frisson . mon cœur battre très vite , et je tousser un expectoration brunâtre .","J'ai du mal à respirer et j'ai une très forte fièvre. Je transpire beaucoup et je me sens très fatigué et froid. Mon cœur bat très vite, et je tousse des crachats bruns.","J' ai du mal à respirer et j' ai une très forte fièvre . Je transpire beaucoup et je me sens très fatigué et froid . Mon cœur bat très vite , et je tousse des crachats bruns .","mal respirer forte fièvre . transpire beaucoup sens fatigué froid . cœur vite , tousse crachats bruns .","je avoir de mal à respirer et je avoir un très fort fièvre . je transpirer beaucoup et je me sentir très fatigué et froid . mon cœur battre très vite , et je tousser de crachat brun .","J'ai du mal a respiré et j'ai une tré forte fièvre. Je transpire beaucou et je me sens tré fatigué et froid. Mon cœur bat tré vite, et je tousse des cracha brun.","J' ai du mal a respiré et j' ai une tré forte fièvre . Je transpire beaucou et je me sens tré fatigué et froid . Mon cœur bat tré vite , et je tousse des cracha brun .","mal respiré tré forte fièvre . transpire beaucou sens tré fatigué froid . cœur tré vite , tousse cracha brun .","je avoir de mal avoir respirer et je avoir un tré fort fièvre . je transpir beaucou et je me sentir tré fatigué et froid . mon cœur battre trer vite , et je tousser de cracha brun ."
154,varicelle,J'ai perdu l'appétit et je ne peux rien manger. Je suis inquiet pour ma santé.,J' ai perdu l' appétit et je ne peux rien manger . Je suis inquiet pour ma santé .,perdu appétit rien manger . inquiet santé .,je avoir perdre le appétit et je ne pouvoir rien manger . je être inquiet pour mon santé .,J'ai perdu l'appétit et je ne peux rien manger. Je suis inquiet pour ma santé.,J' ai perdu l' appétit et je ne peux rien manger . Je suis inquiet pour ma santé .,perdu appétit rien manger . inquiet santé .,je avoir perdre le appétit et je ne pouvoir rien manger . je être inquiet pour mon santé .,J'ai perdu l'appétit et je ne peux rien manger. Je suis inquiet pour ma santé.,J' ai perdu l' appétit et je ne peux rien manger . Je suis inquiet pour ma santé .,perdu appétit rien manger . inquiet santé .,je avoir perdre le appétit et je ne pouvoir rien manger . je être inquiet pour mon santé .
126,spondylose cervicale,"J'ai eu des douleurs dans le dos, une toux chronique et une faiblesse dans les membres. Je me suis senti désorienté et faible sur mes pieds, et mon cou me fait mal.","J' ai eu des douleurs dans le dos , une toux chronique et une faiblesse dans les membres . Je me suis senti désorienté et faible sur mes pieds , et mon cou me fait mal .","douleurs dos , toux chronique faiblesse membres . senti désorienté faible pieds , cou mal .","je avoir avoir un douleur dans le dos , un toux chronique et un faiblesse dans le membre . je me être sentir désorienter et faible sur mon pied , et mon cou me faire mal .","J'ai mal au dos, je tousse tout le temps et mes bras et jambes sont faibles. Je me sens perdu et faible sur mes pieds, et mon cou me fait mal.","J' ai mal au dos , je tousse tout le temps et mes bras et jambes sont faibles . Je me sens perdu et faible sur mes pieds , et mon cou me fait mal .","mal dos , tousse temps bras jambes faibles . sens perdu faible pieds , cou mal .","je avoir mal au dos , je tousser tout le temps et mon bras et jambe être faible . je me sentir perdu et faible sur mon pied , et mon cou me faire mal .","J'ai mal au dos, je tousse tout le tan et mes bras et jambe son faible. Je me sen perdu et faible sur mes pie, et mon cou me fais mal.","J' ai mal au dos , je tousse tout le tan et mes bras et jambe son faible . Je me sen perdu et faible sur mes pie , et mon cou me fais mal .","mal dos , tousse tan bras jambe faible . sen perdu faible pie , cou mal .","je avoir mal au dos , je tousser tout le tan et mon bras et jambe son faible . je me sen perdu et faible sur mon pie , et mon cou me faire mal ."
544,ulcère gastroduodénal,J'ai une perte de poids non intentionnelle et j'ai du mal à prendre du poids. J'ai des douleurs et des inconforts qui sont soulagés en prenant des antiacides. J'ai un mauvais goût dans la bouche.,J' ai une perte de poids non intentionnelle et j' ai du mal à prendre du poids . J' ai des douleurs et des inconforts qui sont soulagés en prenant des antiacides . J' ai un mauvais goût dans la bouche .,perte poids non intentionnelle mal prendre poids . douleurs inconforts soulagés prenant antiacides . mauvais goût bouche .,je avoir un perte de poids non intentionnel et je avoir de mal à prendre de poids . je avoir un douleur et de inconfort qui être soulager en prendre un antiacide . je avoir un mauvais goût dans le bouche .,J'ai perdu du poids sans le vouloir et j'ai du mal à en reprendre. J'ai des douleurs et des inconforts qui sont soulagés en prenant des antiacides. J'ai un mauvais goût dans la bouche.,J' ai perdu du poids sans le vouloir et j' ai du mal à en reprendre . J' ai des douleurs et des inconforts qui sont soulagés en prenant des antiacides . J' ai un mauvais goût dans la bouche .,perdu poids vouloir mal reprendre . douleurs inconforts soulagés prenant antiacides . mauvais goût bouche .,je avoir perdre de poids sans le vouloir et je avoir de mal à en reprendre . je avoir un douleur et de inconfort qui être soulager en prendre un antiacide . je avoir un mauvais goût dans le bouche .,J'ai perdu du poid sans le vouloir et j'ai du mal à en reprendre. J'ai des douleurs et des inconforts qui sont soulagés en prenant des antiacides. J'ai un mauvais goût dans la bouche.,J' ai perdu du poid sans le vouloir et j' ai du mal à en reprendre . J' ai des douleurs et des inconforts qui sont soulagés en prenant des antiacides . J' ai un mauvais goût dans la bouche .,perdu poid vouloir mal reprendre . douleurs inconforts soulagés prenant antiacides . mauvais goût bouche .,je avoir perdre de poid sans le vouloir et je avoir de mal à en reprendre . je avoir un douleur et de inconfort qui être soulager en prendre un antiacide . je avoir un mauvais goût dans le bouche .
341,réaction médicamenteuse,Je ressens des changements dans mon cycle menstruel et des pertes vaginales inattendues. J'ai souvent des sautes d'humeur et je me sens agitée de temps en temps.,Je ressens des changements dans mon cycle menstruel et des pertes vaginales inattendues . J' ai souvent des sautes d' humeur et je me sens agitée de temps en temps .,ressens changements cycle menstruel pertes vaginales inattendues . sautes humeur sens agitée temps temps .,je ressentir un changement dans mon cycle menstruel et de perte vaginal inattendu . je avoir souvent de saute de humeur et je me sentir agiter de temps en temps .,Je ressens des changements dans mon cycle menstruel et des pertes vaginales inattendues. J'ai souvent des sautes d'humeur et je me sens agitée de temps en temps.,Je ressens des changements dans mon cycle menstruel et des pertes vaginales inattendues . J' ai souvent des sautes d' humeur et je me sens agitée de temps en temps .,ressens changements cycle menstruel pertes vaginales inattendues . sautes humeur sens agitée temps temps .,je ressentir un changement dans mon cycle menstruel et de perte vaginal inattendu . je avoir souvent de saute de humeur et je me sentir agiter de temps en temps .,Je ressens des changements dans mon cycle menstruel et des pertes vaginales inattendues. J'ai souvent des sautes d'humeur et je me sens agité de temps en temps.,Je ressens des changements dans mon cycle menstruel et des pertes vaginales inattendues . J' ai souvent des sautes d' humeur et je me sens agité de temps en temps .,ressens changements cycle menstruel pertes vaginales inattendues . sautes humeur sens agité temps temps .,je ressentir un changement dans mon cycle menstruel et de perte vaginal inattendu . je avoir souvent de saute de humeur et je me sentir agité de temps en temps .
287,dengue,"J'ai une très forte fièvre et des frissons chaque nuit. Cela m'inquiète beaucoup. De plus, je n'ai pas envie de manger et j'ai très mal au dos, aux bras et aux jambes. J'ai une douleur étrange derrière les yeux. Je ne peux pas faire d'activités physiques.","J' ai une très forte fièvre et des frissons chaque nuit . Cela m' inquiète beaucoup . De plus , je n' ai pas envie de manger et j' ai très mal au dos , aux bras et aux jambes . J' ai une douleur étrange derrière les yeux . Je ne peux pas faire d' activités physiques .","forte fièvre frissons nuit . inquiète beaucoup . , envie manger mal dos , bras jambes . douleur étrange yeux . faire activités physiques .","je avoir un très fort fièvre et de frisson chaque nuit . celer me inquiéter beaucoup . de plus , je ne avoir pas envie de manger et je avoir très mal au dos , à bras et à jambe . je avoir un douleur étrange derrière le oeil . je ne pouvoir pas faire de activité physique .","J'ai une très forte fièvre et des frissons chaque nuit. Cela m'inquiète beaucoup. Je n'ai pas envie de manger et j'ai très mal au dos, aux bras et aux jambes. J'ai une douleur étrange derrière les yeux. Je ne peux pas faire d'activités physiques.","J' ai une très forte fièvre et des frissons chaque nuit . Cela m' inquiète beaucoup . Je n' ai pas envie de manger et j' ai très mal au dos , aux bras et aux jambes . J' ai une douleur étrange derrière les yeux . Je ne peux pas faire d' activités physiques .","forte fièvre frissons nuit . inquiète beaucoup . envie manger mal dos , bras jambes . douleur étrange yeux . faire activités physiques .","je avoir un très fort fièvre et de frisson chaque nuit . celer me inquiéter beaucoup . je ne avoir pas envie de manger et je avoir très mal au dos , à bras et à jambe . je avoir un douleur étrange derrière le oeil . je ne pouvoir pas faire de activité physique .","J'ai une trè forte fièvre et des frison chaque nui. Sa m'inquiète beaucoup. J'ai pa envi de manger et j'ai trè mal au dos, au bras et au jambe. J'ai une douleur étrange derrière les yeu. Je peu pa fair d'activité physique.","J' ai une trè forte fièvre et des frison chaque nui . Sa m' inquiète beaucoup . J' ai pa envi de manger et j' ai trè mal au dos , au bras et au jambe . J' ai une douleur étrange derrière les yeu . Je peu pa fair d' activité physique .","trè forte fièvre frison nui . inquiète beaucoup . pa envi manger trè mal dos , bras jambe . douleur étrange yeu . pa fair activité physique .","je avoir un trè fort fièvre et de frison chaque nui . son me inquiéter beaucoup . je avoir per envi de manger et je avoir trè mal au dos , au bras et au jambe . je avoir un douleur étrange derrière le yeu . je peu pa fair de activité physique ."
113,asthme bronchique,"Je tousse sans arrêt depuis des jours, et j'ai aussi des problèmes respiratoires. Ma fièvre est très élevée, et je suis très faible et épuisé. Tous ces symptômes sont vraiment difficiles à contrôler.","Je tousse sans arrêt depuis des jours , et j' ai aussi des problèmes respiratoires . Ma fièvre est très élevée , et je suis très faible et épuisé . Tous ces symptômes sont vraiment difficiles à contrôler .","tousse arrêt jours , problèmes respiratoires . fièvre élevée , faible épuisé . symptômes vraiment difficiles contrôler .","je tousser sans arrêt depuis un jour , et je avoir aussi un problème respiratoire . mon fièvre être très élevé , et je être très faible et épuiser . tout ce symptôme être vraiment difficile à contrôler .","Je tousse tout le temps depuis des jours, et j'ai du mal à respirer. J'ai beaucoup de fièvre, et je suis très faible et fatigué. C'est vraiment dur à supporter.","Je tousse tout le temps depuis des jours , et j' ai du mal à respirer . J' ai beaucoup de fièvre , et je suis très faible et fatigué . C' est vraiment dur à supporter .","tousse temps jours , mal respirer . beaucoup fièvre , faible fatigué . vraiment dur supporter .","je tousser tout le temps depuis un jour , et je avoir de mal à respirer . je avoir beaucoup de fièvre , et je être très faible et fatigué . ce être vraiment dur à supporter .","Je tousse tout le temp depuis des jour, et j'ai du mal à respiré. J'ai beaucoup de fièvre, et je suis trè faible et fatigué. C'est vraiment dur à supporter.","Je tousse tout le temp depuis des jour , et j' ai du mal à respiré . J' ai beaucoup de fièvre , et je suis trè faible et fatigué . C' est vraiment dur à supporter .","tousse temp jour , mal respiré . beaucoup fièvre , trè faible fatigué . vraiment dur supporter .","je tousser tout le temp depuis un jour , et je avoir de mal à respirer . je avoir beaucoup de fièvre , et je être trè faible et fatigué . ce être vraiment dur à supporter ."
450,impétigo,J'ai une forte fièvre depuis quelques jours. Des plaies se développent près de mon nez. Les plaies sont douloureuses et je me sens très mal à l'aise ces jours-ci.,J' ai une forte fièvre depuis quelques jours . Des plaies se développent près de mon nez . Les plaies sont douloureuses et je me sens très mal à l' aise ces jours - ci .,forte fièvre jours . plaies développent nez . plaies douloureuses sens mal aise jours - .,je avoir un fort fièvre depuis quelque jour . un plaie se développer près de mon nez . le plaie être douloureux et je me sentir très mal à le aise ce jour - ci .,J'ai beaucoup de fièvre depuis quelques jours. J'ai des boutons près de mon nez. Ils font mal et je me sens très mal à l'aise.,J' ai beaucoup de fièvre depuis quelques jours . J' ai des boutons près de mon nez . Ils font mal et je me sens très mal à l' aise .,beaucoup fièvre jours . boutons nez . mal sens mal aise .,je avoir beaucoup de fièvre depuis quelque jour . je avoir un bouton près de mon nez . il faire mal et je me sentir très mal à le aise .,J'ai beaucoup de fièvre depuis quelque jour. J'ai des bouton près de mon nez. Il font mal et je me sens très mal à l'aise.,J' ai beaucoup de fièvre depuis quelque jour . J' ai des bouton près de mon nez . Il font mal et je me sens très mal à l' aise .,beaucoup fièvre jour . bouton nez . mal sens mal aise .,je avoir beaucoup de fièvre depuis quelque jour . je avoir un bouton près de mon nez . il faire mal et je me sentir très mal à le aise .
173,varicelle,"J'ai eu une légère fièvre ces derniers jours, et cela commence à m'inquiéter. La fièvre est accompagnée d'un mal de tête sévère. Je me sens faible et léthargique.","J' ai eu une légère fièvre ces derniers jours , et cela commence à m' inquiéter . La fièvre est accompagnée d' un mal de tête sévère . Je me sens faible et léthargique .","légère fièvre derniers jours , commence inquiéter . fièvre accompagnée mal tête sévère . sens faible léthargique .","je avoir avoir un léger fièvre ce dernier jour , et celer commencer à me inquiéter . le fièvre être accompagner de un mal de tête sévère . je me sentir faible et léthargique .","J'ai eu une petite fièvre ces derniers jours, et ça commence à m'inquiéter. La fièvre me donne un gros mal de tête. Je me sens faible et tout mou.","J' ai eu une petite fièvre ces derniers jours , et ça commence à m' inquiéter . La fièvre me donne un gros mal de tête . Je me sens faible et tout mou .","petite fièvre derniers jours , commence inquiéter . fièvre donne gros mal tête . sens faible mou .","je avoir avoir un petit fièvre ce dernier jour , et cela commencer à me inquiéter . le fièvre me donne un gros mal de tête . je me sentir faible et tout mou .","J'ai eu une petite fièvre ces dernier jour, et sa commence à m'inquiété. La fièvre me donne un gros mal de tête. Je me sens faible et tou mou.","J' ai eu une petite fièvre ces dernier jour , et sa commence à m' inquiété . La fièvre me donne un gros mal de tête . Je me sens faible et tou mou .","petite fièvre dernier jour , commence inquiété . fièvre donne gros mal tête . sens faible tou mou .","je avoir avoir un petit fièvre ce dernier jour , et son commence à me inquiéter . le fièvre me donne un gros mal de tête . je me sentir faible et tou mou ."
359,réaction médicamenteuse,J'ai des nausées sévères et une gêne dans la poitrine. Ma poitrine me fait mal ces derniers temps. Je suis très nerveux et je frissonne beaucoup.,J' ai des nausées sévères et une gêne dans la poitrine . Ma poitrine me fait mal ces derniers temps . Je suis très nerveux et je frissonne beaucoup .,nausées sévères gêne poitrine . poitrine mal derniers temps . nerveux frissonne beaucoup .,je avoir un nausée sévère et un gêne dans le poitrine . mon poitrine me faire mal ce dernier temps . je être très nerveux et je frissonner beaucoup .,J'ai des nausées et ma poitrine me fait mal. Ma poitrine me fait mal ces derniers temps. Je suis très nerveux et je frissonne beaucoup.,J' ai des nausées et ma poitrine me fait mal . Ma poitrine me fait mal ces derniers temps . Je suis très nerveux et je frissonne beaucoup .,nausées poitrine mal . poitrine mal derniers temps . nerveux frissonne beaucoup .,je avoir un nausée et mon poitrine me faire mal . mon poitrine me faire mal ce dernier temps . je être très nerveux et je frissonner beaucoup .,J'ai des nausée et ma poitrine me fais mal. Ma poitrine me fais mal ces dernier temp. Je sui tré nervé et je frisonne beaucoup.,J' ai des nausée et ma poitrine me fais mal . Ma poitrine me fais mal ces dernier temp . Je sui tré nervé et je frisonne beaucoup .,nausée poitrine mal . poitrine mal dernier temp . sui tré nervé frisonne beaucoup .,je avoir un nausée et mon poitrine me faire mal . mon poitrine me faire mal ce dernier temp . je sui tré nervé et je frison beaucoup .
480,impétigo,"Mon visage est couvert de plaies. La plupart d'entre elles sont près de mon nez et de mes lèvres. Les lésions causent de l'inconfort ou de la souffrance, et un liquide jaune ou rouille s'en écoule.","Mon visage est couvert de plaies . La plupart d' entre elles sont près de mon nez et de mes lèvres . Les lésions causent de l' inconfort ou de la souffrance , et un liquide jaune ou rouille s' en écoule .","visage couvert plaies . plupart nez lèvres . lésions causent inconfort souffrance , liquide jaune rouille écoule .","mon visage être couvrir de plaie . le plupart de entrer lui être près de mon nez et de mon lèvre . le lésion causent de le inconfort ou de le souffrance , et un liquide jaune ou rouille se en écoule .",Mon visage est plein de plaies. Elles sont surtout près de mon nez et de ma bouche. Elles me font mal et il y a un liquide jaune qui en sort.,Mon visage est plein de plaies . Elles sont surtout près de mon nez et de ma bouche . Elles me font mal et il y a un liquide jaune qui en sort .,visage plein plaies . nez bouche . mal liquide jaune sort .,mon visage être plein de plaie . lui être surtout près de mon nez et de mon bouche . lui me faire mal et il y avoir un liquide jaune qui en sort .,Mon visage est plein de plai. Elle sont surtou pre de mon nez et de ma bouche. Elle me font mal et il y a un liquide jaune qui en sort.,Mon visage est plein de plai . Elle sont surtou pre de mon nez et de ma bouche . Elle me font mal et il y a un liquide jaune qui en sort .,visage plein plai . surtou pre nez bouche . mal liquide jaune sort .,mon visage être plein de plai . lui être surtou pre de mon nez et de mon bouche . lui me faire mal et il y avoir un liquide jaune qui en sort .
57,arthrite,J’ai le cou très raide et mes articulations sont enflées. Mes mouvements sont raides et chaque pas que je fais est douloureux.,J’ ai le cou très raide et mes articulations sont enflées . Mes mouvements sont raides et chaque pas que je fais est douloureux .,cou raide articulations enflées . mouvements raides douloureux .,J’ avoir le cou très raide et mon articulation être enfler . mon mouvement être raider et chaque pas que je fai être douloureux .,J’ai le cou tout raide et mes articulations sont gonflées. Mes mouvements sont raides et ça me fait mal quand je marche.,J’ ai le cou tout raide et mes articulations sont gonflées . Mes mouvements sont raides et ça me fait mal quand je marche .,cou raide articulations gonflées . mouvements raides mal marche .,J’ avoir le cou tout raide et mon articulation être gonfler . mon mouvement être raider et cela me faire mal quand je march .,J’ai le cou tou raide et mes articulation son gonflé. Mes mouvement son raide et sa me fai mal kan je marche.,J’ ai le cou tou raide et mes articulation son gonflé . Mes mouvement son raide et sa me fai mal kan je marche .,cou tou raide articulation gonflé . mouvement raide fai mal kan marche .,J’ avoir le cou tou raide et mon articulation son gonflé . Mes mouvement son raide et son me fer mal kan je marche .
525,migraine,"En plus des maux de tête, de l'indigestion, du reflux acide, d'une faim excessive, d'un cou douloureux, de la tristesse, de l'impatience et de troubles visuels, j'ai aussi ressenti une vision floue et déformée.","En plus des maux de tête , de l' indigestion , du reflux acide , d' une faim excessive , d' un cou douloureux , de la tristesse , de l' impatience et de troubles visuels , j' ai aussi ressenti une vision floue et déformée .","maux tête , indigestion , reflux acide , faim excessive , cou douloureux , tristesse , impatience troubles visuels , ressenti vision floue déformée .","en plus un mal de tête , de le indigestion , de reflux acide , de un faim excessif , de un cou douloureux , de le tristesse , de le impatience et de trouble visuel , je avoir aussi ressenti un vision flou et déformer .","En plus des maux de tête, de l'indigestion, du reflux acide, j'ai tout le temps faim, mon cou me fait mal, je suis triste, impatient et j'ai des problèmes de vue. Ma vision est aussi floue et bizarre.","En plus des maux de tête , de l' indigestion , du reflux acide , j' ai tout le temps faim , mon cou me fait mal , je suis triste , impatient et j' ai des problèmes de vue . Ma vision est aussi floue et bizarre .","maux tête , indigestion , reflux acide , temps faim , cou mal , triste , impatient problèmes vue . vision floue bizarre .","en plus un mal de tête , de le indigestion , de reflux acide , je avoir tout le temps faim , mon cou me faire mal , je être triste , impatier et je avoir un problème de vue . mon vision être aussi flou et bizarre .","En plus des maux de tete, de l'indigestion, du reflux acide, j'ai tout le temp faim, mon cou me fais mal, je suis triste, impatient et j'ai des probleme de vue. Ma vision est aussi floue et bizare.","En plus des maux de tete , de l' indigestion , du reflux acide , j' ai tout le temp faim , mon cou me fais mal , je suis triste , impatient et j' ai des probleme de vue . Ma vision est aussi floue et bizare .","maux tete , indigestion , reflux acide , temp faim , cou mal , triste , impatient probleme vue . vision floue bizare .","en plus un mal de tete , de le indigestion , de reflux acide , je avoir tout le temp faim , mon cou me faire mal , je être triste , impatier et je avoir un probleme de vue . mon vision être aussi flou et bizare ."
